,loss,categorical_accuracy,val_loss,val_categorical_accuracy
0,0.7374910116195679,0.8881209492683411,0.23967811465263367,0.9563395977020264
1,0.21108359098434448,0.9515035152435303,0.14253200590610504,0.9651814699172974
2,0.12744522094726562,0.9689484238624573,0.10725581645965576,0.9690389633178711
3,0.08876155316829681,0.9775481820106506,0.08575131744146347,0.9741533994674683
4,0.06538642197847366,0.9842096567153931,0.06936418265104294,0.9780542254447937
5,0.04841340333223343,0.989418625831604,0.05778444558382034,0.9799901843070984
6,0.035970091819763184,0.9921745657920837,0.04577632620930672,0.9901901483535767
7,0.026827247813344002,0.9944351315498352,0.03647807613015175,0.9942209720611572
8,0.020103776827454567,0.9965994954109192,0.027944646775722504,0.9976305961608887
9,0.015162943862378597,0.9977250099182129,0.02135537564754486,0.9985119104385376
