,loss,categorical_accuracy,val_loss,val_categorical_accuracy
0,0.4632555842399597,0.9146749973297119,0.13728970289230347,0.9651033282279968
1,0.09166333079338074,0.9774750471115112,0.07707332074642181,0.9827655553817749
2,0.04211588576436043,0.9918860197067261,0.0369730070233345,0.995307981967926
3,0.021672401577234268,0.9956818222999573,0.01726885512471199,0.998466432094574
4,0.011925817467272282,0.9979763031005859,0.008129037916660309,0.9994711875915527
5,0.007114381063729525,0.9988046884536743,0.004569827113300562,0.9996346235275269
6,0.004696640186011791,0.999197244644165,0.002754190005362034,0.9996538758277893
7,0.003321037394925952,0.9993190169334412,0.0018964693881571293,0.9996634721755981
8,0.002464610617607832,0.9994712471961975,0.0014947797171771526,0.9996731281280518
9,0.001902834977954626,0.9996170401573181,0.0012716349447146058,0.9996731281280518
