,loss,categorical_accuracy,val_loss,val_categorical_accuracy
0,2.8314263820648193,0.2919441759586334,2.7054738998413086,0.5660467147827148
1,2.5007712841033936,0.5913415551185608,2.2282962799072266,0.5636623501777649
2,1.9460668563842773,0.586584210395813,1.7333506345748901,0.5593705177307129
3,1.5715433359146118,0.5894386172294617,1.4526088237762451,0.5693848133087158
4,1.3219212293624878,0.7099587917327881,1.2122383117675781,0.7348593473434448
5,1.1131997108459473,0.779574990272522,0.9975634813308716,0.8049594759941101
6,0.9395967721939087,0.812242329120636,0.8272951245307922,0.8144968748092651
7,0.797374427318573,0.8360291719436646,0.6899336576461792,0.8907963633537292
8,0.6792125105857849,0.861719012260437,0.578460693359375,0.90605628490448
9,0.5840197801589966,0.8810656666755676,0.48819082975387573,0.9237005114555359
