,loss,categorical_accuracy,val_loss,val_categorical_accuracy
0,1.8676856756210327,0.5624801516532898,1.0993865728378296,0.80972820520401
1,0.7652263045310974,0.8602917790412903,0.46605584025382996,0.9461134672164917
2,0.3855854868888855,0.9300665855407715,0.21525968611240387,0.9752026796340942
3,0.21781732141971588,0.9654297232627869,0.10592390596866608,0.9928469061851501
4,0.13573923707008362,0.97938472032547,0.06218582019209862,0.9961850047111511
5,0.08976253122091293,0.9912781715393066,0.03954138234257698,0.9961850047111511
6,0.06111950799822807,0.9952426552772522,0.025969361886382103,0.995708167552948
7,0.041973795741796494,0.9971455931663513,0.017849478870630264,0.9961850047111511
8,0.029037758708000183,0.999207079410553,0.012920957989990711,0.996661901473999
9,0.02035646326839924,0.9998413920402527,0.009780178777873516,0.9971387982368469
