,loss,categorical_accuracy,val_loss,val_categorical_accuracy
0,0.6485109329223633,0.900737464427948,0.1873205453157425,0.9577310085296631
1,0.16174755990505219,0.9562000632286072,0.11957331746816635,0.9681179523468018
2,0.09588605165481567,0.9772034287452698,0.08645734935998917,0.97283536195755
3,0.06028372049331665,0.986621081829071,0.05569784715771675,0.9909258484840393
4,0.036581557244062424,0.9941686391830444,0.03248663246631622,0.9947055578231812
5,0.02218283712863922,0.9967502355575562,0.020466791465878487,0.9982544183731079
6,0.014049146324396133,0.9982357025146484,0.013747410848736763,0.9985573887825012
7,0.009023845195770264,0.998918354511261,0.009282988496124744,0.9988458752632141
8,0.0057976339012384415,0.9991490840911865,0.00630887970328331,0.9991488456726074
9,0.003739741398021579,0.9993990659713745,0.004341606050729752,0.9994950890541077
