,loss,categorical_accuracy,val_loss,val_categorical_accuracy
0,0.44794154167175293,0.9195162653923035,0.12594376504421234,0.9676395654678345
1,0.08576761931180954,0.9770719408988953,0.07778380066156387,0.9798107743263245
2,0.03779997304081917,0.9929853677749634,0.04403481259942055,0.9915589690208435
3,0.018889864906668663,0.9965135455131531,0.018058080226182938,0.9989520907402039
4,0.010526247322559357,0.9983817338943481,0.008464985527098179,0.9995865821838379
5,0.006406937725841999,0.9990578889846802,0.0044561102986335754,0.9996442794799805
6,0.004176972433924675,0.9993142485618591,0.0026213352102786303,0.9996538758277893
7,0.002903594635426998,0.9994712471961975,0.0017544686561450362,0.9996731281280518
8,0.002139390679076314,0.9995866417884827,0.0012982490006834269,0.9996731281280518
9,0.0016397639410570264,0.9996859431266785,0.0010482406942173839,0.9997211694717407
