,loss,categorical_accuracy,val_loss,val_categorical_accuracy
0,2.019059896469116,0.5124223828315735,1.5357410907745361,0.6097826361656189
1,1.203561544418335,0.7267080545425415,0.971653938293457,0.8028985261917114
2,0.7884688973426819,0.8415750861167908,0.6067729592323303,0.8990338444709778
3,0.5308951139450073,0.902054488658905,0.3984430730342865,0.945652186870575
4,0.3690452575683594,0.9341455698013306,0.2698323428630829,0.9644927382469177
5,0.2659547030925751,0.9569597244262695,0.190041184425354,0.979347825050354
6,0.19681960344314575,0.9728061556816101,0.13832733035087585,0.9849033951759338
7,0.14834687113761902,0.981525719165802,0.10357283800840378,0.9887681007385254
8,0.11400537192821503,0.986900806427002,0.07942028343677521,0.9942029118537903
9,0.08915800601243973,0.9912804365158081,0.06231539696455002,0.9952898621559143
