,loss,categorical_accuracy,val_loss,val_categorical_accuracy
0,0.4764810800552368,0.9175921082496643,0.13830262422561646,0.9637467861175537
1,0.09390673041343689,0.9749199748039246,0.07333008944988251,0.9862661957740784
2,0.04391832277178764,0.9915871024131775,0.03146512433886528,0.9941429495811462
3,0.02106013521552086,0.9967502355575562,0.01682308129966259,0.9979947209358215
4,0.010936813428997993,0.9981635808944702,0.010266627185046673,0.9980236291885376
5,0.006121197249740362,0.9989423751831055,0.006395780947059393,0.9984996914863586
6,0.0036053559742867947,0.9993846416473389,0.004363219253718853,0.9993364214897156
7,0.00217434111982584,0.9996154308319092,0.003076092805713415,0.9994518160820007
8,0.001301038428209722,0.9997644424438477,0.00232906942255795,0.9996249079704285
9,0.0007898292387835681,0.9999038577079773,0.0018612111452966928,0.9997691512107849
