,loss,categorical_accuracy,val_loss,val_categorical_accuracy
0,2.6028854846954346,0.44057971239089966,2.528395414352417,0.519345223903656
1,2.4166271686553955,0.5565217137336731,2.310857057571411,0.456845223903656
2,2.114470958709717,0.4980676472187042,2.069387912750244,0.425595223903656
3,1.9120155572891235,0.5207729339599609,1.9290993213653564,0.4895833432674408
4,1.779009222984314,0.5724637508392334,1.7921655178070068,0.5163690447807312
5,1.6542216539382935,0.5942028760910034,1.6541730165481567,0.550595223903656
6,1.5239944458007812,0.6280193328857422,1.5146052837371826,0.586309552192688
7,1.3931031227111816,0.6632850170135498,1.3793513774871826,0.605654776096344
8,1.2663003206253052,0.7048309445381165,1.2505892515182495,0.6547619104385376
9,1.1459413766860962,0.7473430037498474,1.1282297372817993,0.742559552192688
