,loss,categorical_accuracy,val_loss,val_categorical_accuracy
0,0.4394364058971405,0.9128989577293396,0.08934617042541504,0.9915904998779297
1,0.059161122888326645,0.9892309308052063,0.02015640027821064,0.9966793060302734
2,0.020506512373685837,0.9954346418380737,0.008913179859519005,0.9983612298965454
3,0.009600014425814152,0.9975616335868835,0.006543062627315521,0.9987493753433228
4,0.005093093030154705,0.9990035891532898,0.0060928394086658955,0.9988643527030945
5,0.00307164853438735,0.9993245601654053,0.006186611019074917,0.9989218711853027
6,0.0020132516510784626,0.9995880126953125,0.006356343161314726,0.9989793300628662
7,0.0013467553071677685,0.9996790289878845,0.00658247247338295,0.9990800023078918
8,0.0009171079145744443,0.9997940063476562,0.006806655786931515,0.9992237091064453
9,0.0006527058430947363,0.9998371005058289,0.007142231799662113,0.9991806149482727
