,loss,categorical_accuracy,val_loss,val_categorical_accuracy
0,2.496140480041504,0.5569861531257629,2.2088091373443604,0.6135057210922241
1,1.943114161491394,0.5612780451774597,1.7687265872955322,0.5287356376647949
2,1.5926510095596313,0.5937052965164185,1.4363354444503784,0.6494252681732178
3,1.2703453302383423,0.6976633071899414,1.0813250541687012,0.7629310488700867
4,0.9648252129554749,0.7901764512062073,0.8098437786102295,0.8721264600753784
5,0.7349656224250793,0.8707677721977234,0.6163696646690369,0.9238505959510803
6,0.5680307745933533,0.914639949798584,0.4738744795322418,0.9396551847457886
7,0.4453570246696472,0.9284692406654358,0.3704180419445038,0.9554597735404968
8,0.35548776388168335,0.9461134672164917,0.29605501890182495,0.9612069129943848
9,0.28963878750801086,0.9561278223991394,0.24153366684913635,0.9655172228813171
