,loss,categorical_accuracy,val_loss,val_categorical_accuracy
0,0.9024513959884644,0.8718392252922058,0.24389168620109558,0.9540707468986511
1,0.21012255549430847,0.9463320970535278,0.1252150684595108,0.9646875262260437
2,0.11866691708564758,0.9697529077529907,0.08657625317573547,0.9871906042098999
3,0.07551994174718857,0.9856359958648682,0.055126823484897614,0.9890946745872498
4,0.04784931614995003,0.9910200834274292,0.036421917378902435,0.9896140098571777
5,0.031233424320816994,0.9953466057777405,0.026781758293509483,0.9990190863609314
6,0.02070189081132412,0.9980579018592834,0.019786326214671135,0.9989613890647888
7,0.013645634986460209,0.9988654851913452,0.014262641780078411,0.9989613890647888
8,0.008938773535192013,0.9991347193717957,0.010107223875820637,0.9990190863609314
9,0.005712511483579874,0.999500036239624,0.007449670694768429,0.999076783657074
