,loss,categorical_accuracy,val_loss,val_categorical_accuracy
0,0.3213047385215759,0.944318950176239,0.2553369700908661,0.9740209579467773
1,0.04535341262817383,0.9905416965484619,0.033399950712919235,0.9920341968536377
2,0.015110774897038937,0.9976270198822021,0.010512890294194221,0.9983222484588623
3,0.006408270914107561,0.9987694621086121,0.00707775866612792,0.9990049004554749
4,0.0037572996225208044,0.9991732239723206,0.0028498393949121237,0.9995096325874329
5,0.0021701317746192217,0.9995609521865845,0.00223877327516675,0.9996778964996338
6,0.0014578872360289097,0.9996747374534607,0.0007876298041082919,0.9997836947441101
7,0.0008039716049097478,0.9998509883880615,0.0006216283072717488,0.9998557567596436
8,0.0005040456890128553,0.9999182820320129,0.0005649799713864923,0.9998942613601685
9,0.0005796327604912221,0.9998894333839417,0.04006243124604225,0.9999231100082397
