,loss,categorical_accuracy,val_loss,val_categorical_accuracy
0,2.4260547161102295,0.5252501368522644,1.887212872505188,0.600095808506012
1,1.600995421409607,0.6599968075752258,1.3570986986160278,0.6561302542686462
2,1.1760164499282837,0.7636175751686096,0.9863280653953552,0.7909482717514038
3,0.8825169205665588,0.8356360197067261,0.7236068844795227,0.8905651569366455
4,0.6675359010696411,0.8861362338066101,0.5367587804794312,0.9269636273384094
5,0.5142843127250671,0.9128950238227844,0.4035602807998657,0.9485152959823608
6,0.4062509834766388,0.9288550019264221,0.30907922983169556,0.9571360349655151
7,0.32700204849243164,0.9424328804016113,0.242545947432518,0.9727011322975159
8,0.2664248049259186,0.958392858505249,0.19450914859771729,0.9772509336471558
9,0.21884115040302277,0.9691916704177856,0.15842722356319427,0.9820402264595032
